epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,44.0806,1.14916,1.19044,1.13412,1,0.21825,0.4493,0.2606,1.49411,2.93698,1.31312,0.000835381,0.000835381,0.000835381
61,44.6589,1.06383,1.43431,1.12778,1,0.21825,0.4493,0.2606,1.49411,2.93698,1.31312,0.0008436,0.0008436,0.0008436
62,45.324,1.09188,1.2947,1.09737,1,0.21825,0.4493,0.2606,1.49411,2.93698,1.31312,0.000851621,0.000851621,0.000851621
63,45.9484,1.01185,1.18963,1.11107,1,0.20803,0.46368,0.19376,1.68339,3.05383,1.57728,0.000859444,0.000859444,0.000859444
64,46.6176,1.21495,1.35582,1.18835,1,0.20803,0.46368,0.19376,1.68339,3.05383,1.57728,0.000867069,0.000867069,0.000867069
65,47.4377,1.19408,1.50418,1.20947,1,0.20803,0.46368,0.19376,1.68339,3.05383,1.57728,0.000874496,0.000874496,0.000874496
66,48.0518,1.38262,1.37917,1.22468,0.78529,0.23077,0.38258,0.19224,1.66612,2.9949,1.56088,0.000881725,0.000881725,0.000881725
67,48.6506,1.01788,1.16659,1.12996,0.78529,0.23077,0.38258,0.19224,1.66612,2.9949,1.56088,0.000888756,0.000888756,0.000888756
68,49.2441,1.11066,1.07324,1.12483,0.78529,0.23077,0.38258,0.19224,1.66612,2.9949,1.56088,0.000895589,0.000895589,0.000895589
69,49.873,1.10996,1.15861,1.10964,0.98491,0.38462,0.68914,0.34835,1.50688,2.71222,1.39933,0.000902224,0.000902224,0.000902224
70,50.4603,1.14475,1.11164,1.17288,0.98491,0.38462,0.68914,0.34835,1.50688,2.71222,1.39933,0.000908661,0.000908661,0.000908661
71,51.0894,1.16096,1.19565,1.20269,0.98491,0.38462,0.68914,0.34835,1.50688,2.71222,1.39933,0.0009149,0.0009149,0.0009149
72,51.7245,1.04615,1.1484,1.08399,0.85706,0.46154,0.64708,0.36048,1.44347,2.66985,1.34735,0.000920941,0.000920941,0.000920941
73,52.308,1.1506,1.26483,1.17649,0.85706,0.46154,0.64708,0.36048,1.44347,2.66985,1.34735,0.000926784,0.000926784,0.000926784
74,52.9127,1.09749,1.19802,1.11585,0.85706,0.46154,0.64708,0.36048,1.44347,2.66985,1.34735,0.000932429,0.000932429,0.000932429
75,53.892,1.15308,1.20352,1.15939,1,0.52411,0.73009,0.32961,1.59173,2.66281,1.46816,0.000937876,0.000937876,0.000937876
76,54.7409,1.14857,1.20533,1.1784,1,0.52411,0.73009,0.32961,1.59173,2.66281,1.46816,0.000943125,0.000943125,0.000943125
77,55.9623,0.95377,1.31261,1.08253,1,0.52411,0.73009,0.32961,1.59173,2.66281,1.46816,0.000948176,0.000948176,0.000948176
78,56.7916,1.09433,1.14657,1.15692,0.88104,0.57189,0.75355,0.36979,1.56377,2.49082,1.4539,0.000953029,0.000953029,0.000953029
79,57.4017,1.08504,1.20802,1.15645,0.88104,0.57189,0.75355,0.36979,1.56377,2.49082,1.4539,0.000957684,0.000957684,0.000957684
80,57.9948,0.92597,1.01597,1.06589,0.88104,0.57189,0.75355,0.36979,1.56377,2.49082,1.4539,0.000962141,0.000962141,0.000962141
81,58.6117,1.12955,1.29942,1.2071,0.80828,0.53846,0.66396,0.34633,1.56198,2.41342,1.40044,0.0009664,0.0009664,0.0009664
82,59.2012,0.99364,1.10965,1.06847,0.80828,0.53846,0.66396,0.34633,1.56198,2.41342,1.40044,0.000970461,0.000970461,0.000970461
83,59.824,0.98617,1.09994,1.04254,0.80828,0.53846,0.66396,0.34633,1.56198,2.41342,1.40044,0.000974324,0.000974324,0.000974324
84,60.4789,0.84525,1.17873,1.05658,0.83777,0.46154,0.58635,0.27222,1.72725,2.57027,1.52353,0.000977989,0.000977989,0.000977989
85,61.1459,0.96928,0.91384,1.04392,0.83777,0.46154,0.58635,0.27222,1.72725,2.57027,1.52353,0.000981456,0.000981456,0.000981456
86,61.7652,1.09028,1.12085,1.11535,0.83777,0.46154,0.58635,0.27222,1.72725,2.57027,1.52353,0.000984725,0.000984725,0.000984725
87,62.395,0.9581,1.139,1.08586,0.83777,0.46154,0.58635,0.27222,1.72725,2.57027,1.52353,0.000987796,0.000987796,0.000987796
88,63.0871,0.94133,0.99748,1.06491,1,0.52008,0.60588,0.22542,1.85624,2.71035,1.69086,0.000990669,0.000990669,0.000990669
89,63.9217,1.01677,0.98063,1.04211,1,0.52008,0.60588,0.22542,1.85624,2.71035,1.69086,0.000993344,0.000993344,0.000993344
90,64.5426,1.04542,1.14706,1.092,1,0.52008,0.60588,0.22542,1.85624,2.71035,1.69086,0.000995821,0.000995821,0.000995821
91,65.1707,1.02487,1.15101,1.10751,1,0.52008,0.60588,0.22542,1.85624,2.71035,1.69086,0.0009981,0.0009981,0.0009981
92,65.8169,1.16438,1.14847,1.08542,0.84691,0.53846,0.60301,0.23796,1.73898,2.59539,1.64194,0.00100018,0.00100018,0.00100018
93,66.4651,1.06036,1.04806,1.10454,0.84691,0.53846,0.60301,0.23796,1.73898,2.59539,1.64194,0.00100206,0.00100206,0.00100206
94,67.3198,1.04493,1.13947,1.06794,0.84691,0.53846,0.60301,0.23796,1.73898,2.59539,1.64194,0.00100375,0.00100375,0.00100375
95,68.2652,1.15693,1.18828,1.22275,0.84691,0.53846,0.60301,0.23796,1.73898,2.59539,1.64194,0.00100524,0.00100524,0.00100524
96,69.2154,1.05927,1.20553,1.11235,0.80473,0.46154,0.53329,0.20712,1.89567,2.71021,1.80692,0.00100653,0.00100653,0.00100653
97,70.2257,0.96183,0.99742,1.07089,0.80473,0.46154,0.53329,0.20712,1.89567,2.71021,1.80692,0.00100762,0.00100762,0.00100762
98,70.9811,1.12045,1.11239,1.16094,0.80473,0.46154,0.53329,0.20712,1.89567,2.71021,1.80692,0.00100851,0.00100851,0.00100851
99,71.6439,1.13115,1.0252,1.10794,0.80473,0.46154,0.53329,0.20712,1.89567,2.71021,1.80692,0.0010092,0.0010092,0.0010092
100,72.536,1.01696,1.12547,1.04334,0.80795,0.46154,0.53461,0.24709,1.87746,2.62169,1.76461,0.0010097,0.0010097,0.0010097
101,73.1688,0.90286,1.09162,0.98585,0.80795,0.46154,0.53461,0.24709,1.87746,2.62169,1.76461,0.00101,0.00101,0.00101
102,73.7984,1.00814,1.10265,1.09999,0.80795,0.46154,0.53461,0.24709,1.87746,2.62169,1.76461,0.0010001,0.0010001,0.0010001
103,74.4456,1.01259,0.98828,1.03876,0.80795,0.46154,0.53461,0.24709,1.87746,2.62169,1.76461,0.0009902,0.0009902,0.0009902
104,75.0946,0.90343,0.97986,1.04353,0.6688,0.53846,0.55436,0.28772,1.83188,2.21664,1.74643,0.0009803,0.0009803,0.0009803
105,75.7119,0.90886,0.99572,1.03358,0.6688,0.53846,0.55436,0.28772,1.83188,2.21664,1.74643,0.0009704,0.0009704,0.0009704
106,76.3312,1.02261,1.03149,1.04667,0.6688,0.53846,0.55436,0.28772,1.83188,2.21664,1.74643,0.0009605,0.0009605,0.0009605
107,77.0094,0.99482,0.96901,1.055,0.6688,0.53846,0.55436,0.28772,1.83188,2.21664,1.74643,0.0009506,0.0009506,0.0009506
108,77.6377,0.94505,1.01601,1.04105,0.69943,0.61538,0.59697,0.29303,1.75883,2.18998,1.66441,0.0009407,0.0009407,0.0009407
109,78.2542,1.07017,0.97749,1.11105,0.69943,0.61538,0.59697,0.29303,1.75883,2.18998,1.66441,0.0009308,0.0009308,0.0009308
110,78.8466,0.95754,0.96247,1.06114,0.69943,0.61538,0.59697,0.29303,1.75883,2.18998,1.66441,0.0009209,0.0009209,0.0009209
111,79.454,0.9598,0.93819,0.99665,0.69943,0.61538,0.59697,0.29303,1.75883,2.18998,1.66441,0.000911,0.000911,0.000911
112,80.3301,0.89229,1.07069,1.05295,0.66502,0.53846,0.56824,0.29265,1.68372,2.2129,1.58324,0.0009011,0.0009011,0.0009011
113,81.187,0.91646,0.91872,1.05777,0.66502,0.53846,0.56824,0.29265,1.68372,2.2129,1.58324,0.0008912,0.0008912,0.0008912
114,82.1814,0.96541,1.32246,1.04883,0.66502,0.53846,0.56824,0.29265,1.68372,2.2129,1.58324,0.0008813,0.0008813,0.0008813
115,83.0787,0.75232,0.87384,0.95155,0.66502,0.53846,0.56824,0.29265,1.68372,2.2129,1.58324,0.0008714,0.0008714,0.0008714
116,84.0833,0.83399,0.86563,1.00523,0.61894,0.38462,0.46047,0.25211,1.60897,2.3302,1.55395,0.0008615,0.0008615,0.0008615
117,84.7743,0.87543,0.90132,1.01133,0.61894,0.38462,0.46047,0.25211,1.60897,2.3302,1.55395,0.0008516,0.0008516,0.0008516
118,85.3193,0.84796,0.96355,1.0832,0.61894,0.38462,0.46047,0.25211,1.60897,2.3302,1.55395,0.0008417,0.0008417,0.0008417
119,86.0571,0.8817,0.92796,1.03043,0.61894,0.38462,0.46047,0.25211,1.60897,2.3302,1.55395,0.0008318,0.0008318,0.0008318
120,86.6738,0.90221,1.03315,1.052,0.79913,0.30635,0.42467,0.23339,1.54837,2.27982,1.46858,0.0008219,0.0008219,0.0008219
121,87.2879,0.85495,1.04869,1.01442,0.79913,0.30635,0.42467,0.23339,1.54837,2.27982,1.46858,0.000812,0.000812,0.000812
122,87.9052,0.90247,0.92121,1.01128,0.79913,0.30635,0.42467,0.23339,1.54837,2.27982,1.46858,0.0008021,0.0008021,0.0008021
123,88.5185,0.81908,0.91806,1.02852,0.79913,0.30635,0.42467,0.23339,1.54837,2.27982,1.46858,0.0007922,0.0007922,0.0007922
124,89.3772,0.98444,1.01881,1.04813,1,0.36678,0.53692,0.2788,1.53983,2.23429,1.42046,0.0007823,0.0007823,0.0007823
125,89.9995,0.75508,0.92499,0.94892,1,0.36678,0.53692,0.2788,1.53983,2.23429,1.42046,0.0007724,0.0007724,0.0007724
126,90.5972,0.91957,0.94723,1.05304,1,0.36678,0.53692,0.2788,1.53983,2.23429,1.42046,0.0007625,0.0007625,0.0007625
127,91.2277,0.78561,0.93119,1.00914,1,0.36678,0.53692,0.2788,1.53983,2.23429,1.42046,0.0007526,0.0007526,0.0007526
128,91.9188,0.83319,0.95277,1.01569,0.57921,0.53846,0.49627,0.30078,1.52967,2.09569,1.39121,0.0007427,0.0007427,0.0007427
129,92.509,0.82144,0.91867,1.01879,0.57921,0.53846,0.49627,0.30078,1.52967,2.09569,1.39121,0.0007328,0.0007328,0.0007328
130,93.1743,0.71086,0.84784,1.03021,0.57921,0.53846,0.49627,0.30078,1.52967,2.09569,1.39121,0.0007229,0.0007229,0.0007229
131,93.7644,0.80292,0.88288,0.98838,0.57921,0.53846,0.49627,0.30078,1.52967,2.09569,1.39121,0.000713,0.000713,0.000713
132,94.4589,0.80453,0.85379,0.97225,0.63674,0.53846,0.55174,0.29477,1.56713,2.07729,1.38858,0.0007031,0.0007031,0.0007031
133,95.2936,0.84296,0.97093,0.97827,0.63674,0.53846,0.55174,0.29477,1.56713,2.07729,1.38858,0.0006932,0.0006932,0.0006932
134,96.2062,0.92584,0.9602,1.0416,0.63674,0.53846,0.55174,0.29477,1.56713,2.07729,1.38858,0.0006833,0.0006833,0.0006833
135,97.4258,0.8851,0.86594,1.03561,0.63674,0.53846,0.55174,0.29477,1.56713,2.07729,1.38858,0.0006734,0.0006734,0.0006734
136,98.2595,0.74292,0.81136,1.00314,0.74821,0.53846,0.546,0.29459,1.49169,2.07446,1.30855,0.0006635,0.0006635,0.0006635
137,98.8885,0.73962,0.85365,0.97851,0.74821,0.53846,0.546,0.29459,1.49169,2.07446,1.30855,0.0006536,0.0006536,0.0006536
