epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,64.0858,1.28586,1.31792,1.22019,0.33007,0.30769,0.3171,0.18525,1.67653,2.76153,1.56033,0.00155695,0.00155695,0.00155695
87,64.7154,1.1629,1.36335,1.16685,0.33007,0.30769,0.3171,0.18525,1.67653,2.76153,1.56033,0.00157356,0.00157356,0.00157356
88,65.4056,1.02086,1.21075,1.10244,0.27561,0.30769,0.26421,0.14975,1.73847,2.63984,1.66593,0.00159013,0.00159013,0.00159013
89,65.9952,1.15163,1.09095,1.11192,0.27561,0.30769,0.26421,0.14975,1.73847,2.63984,1.66593,0.00160667,0.00160667,0.00160667
90,66.9094,1.23201,1.14111,1.1778,0.27561,0.30769,0.26421,0.14975,1.73847,2.63984,1.66593,0.00162316,0.00162316,0.00162316
91,67.5348,1.07259,1.15048,1.10806,0.27561,0.30769,0.26421,0.14975,1.73847,2.63984,1.66593,0.00163962,0.00163962,0.00163962
92,68.1907,1.19335,1.23428,1.15929,0.31865,0.46154,0.32897,0.17911,1.68892,2.47432,1.68012,0.00165604,0.00165604,0.00165604
93,69.0725,1.13538,1.14926,1.19445,0.31865,0.46154,0.32897,0.17911,1.68892,2.47432,1.68012,0.00167241,0.00167241,0.00167241
94,69.9709,1.11294,1.25529,1.11936,0.31865,0.46154,0.32897,0.17911,1.68892,2.47432,1.68012,0.00168875,0.00168875,0.00168875
95,70.8779,1.29663,1.28493,1.32815,0.31865,0.46154,0.32897,0.17911,1.68892,2.47432,1.68012,0.00170505,0.00170505,0.00170505
96,71.8626,1.2001,1.32059,1.19818,0.31401,0.49387,0.37466,0.14587,2.08667,2.50511,2.11679,0.00172131,0.00172131,0.00172131
97,72.4701,1.1322,1.05005,1.13647,0.31401,0.49387,0.37466,0.14587,2.08667,2.50511,2.11679,0.00173752,0.00173752,0.00173752
98,73.1054,1.32063,1.21681,1.25545,0.31401,0.49387,0.37466,0.14587,2.08667,2.50511,2.11679,0.0017537,0.0017537,0.0017537
99,73.729,1.30926,1.10111,1.16891,0.31401,0.49387,0.37466,0.14587,2.08667,2.50511,2.11679,0.00176984,0.00176984,0.00176984
100,74.3531,1.13911,1.18332,1.11421,0.24453,0.46154,0.28391,0.14944,2.01035,2.71654,1.9825,0.00178594,0.00178594,0.00178594
101,74.9915,0.99276,1.14481,1.02981,0.24453,0.46154,0.28391,0.14944,2.01035,2.71654,1.9825,0.001802,0.001802,0.001802
102,75.5855,1.09512,1.15492,1.14461,0.24453,0.46154,0.28391,0.14944,2.01035,2.71654,1.9825,0.00180002,0.00180002,0.00180002
103,76.418,1.01088,1.05907,1.05262,0.24453,0.46154,0.28391,0.14944,2.01035,2.71654,1.9825,0.00179804,0.00179804,0.00179804
104,77.0522,1.09906,1.14714,1.14451,0.2995,0.30769,0.25217,0.16012,1.89848,2.65913,1.80056,0.00179606,0.00179606,0.00179606
105,77.6899,1.12694,1.05196,1.17698,0.2995,0.30769,0.25217,0.16012,1.89848,2.65913,1.80056,0.00179408,0.00179408,0.00179408
106,78.2977,1.18234,1.1402,1.13727,0.2995,0.30769,0.25217,0.16012,1.89848,2.65913,1.80056,0.0017921,0.0017921,0.0017921
107,78.8918,1.18816,1.07517,1.17356,0.2995,0.30769,0.25217,0.16012,1.89848,2.65913,1.80056,0.00179012,0.00179012,0.00179012
108,79.5057,1.15127,1.08569,1.18417,0.36338,0.30769,0.2709,0.17742,1.77778,2.7035,1.68154,0.00178814,0.00178814,0.00178814
109,80.1572,1.16389,1.04075,1.14524,0.36338,0.30769,0.2709,0.17742,1.77778,2.7035,1.68154,0.00178616,0.00178616,0.00178616
110,80.7721,1.11808,1.08334,1.18408,0.36338,0.30769,0.2709,0.17742,1.77778,2.7035,1.68154,0.00178418,0.00178418,0.00178418
111,81.3856,1.11343,0.97196,1.09367,0.36338,0.30769,0.2709,0.17742,1.77778,2.7035,1.68154,0.0017822,0.0017822,0.0017822
112,82.2116,1.1205,1.1425,1.16678,0.54552,0.38462,0.48255,0.2373,1.69324,2.62768,1.65708,0.00178022,0.00178022,0.00178022
113,83.1243,1.04172,0.98361,1.11942,0.54552,0.38462,0.48255,0.2373,1.69324,2.62768,1.65708,0.00177824,0.00177824,0.00177824
114,84.0593,1.26698,1.65951,1.20343,0.54552,0.38462,0.48255,0.2373,1.69324,2.62768,1.65708,0.00177626,0.00177626,0.00177626
115,85.0185,0.84806,1.0221,1.01474,0.54552,0.38462,0.48255,0.2373,1.69324,2.62768,1.65708,0.00177428,0.00177428,0.00177428
116,85.9403,1.06513,1.06177,1.12743,0.54904,0.3756,0.37933,0.19411,1.7701,2.45894,1.66627,0.0017723,0.0017723,0.0017723
